window_idx,mid_date,wj_unsigned,wj_signed,binary_jaccard,type1_gap,type2_gap,sign_inversion_pct
200,2020-03-12,0.7528167428689476,0.9250662058616682,0.16191300196909122,0.5909037408998564,0.1722494629927206,69.68492323952057
201,2020-04-13,0.7451491117477407,0.9221029315556776,0.15274294891662676,0.5924061628311139,0.1769538198079369,69.43425664374476
202,2020-05-12,0.7287647188286883,0.9154917140796248,0.13679186345803035,0.591972855370658,0.1867269952509365,68.8431808887724
203,2020-06-11,0.7188888097409702,0.9118839702744814,0.13098309662173568,0.5879057131192346,0.19299516053351118,68.65438560296226
204,2020-07-13,0.7140044495275105,0.909989118201211,0.12758807078564546,0.586416378741865,0.19598466867370046,68.52717405914768
205,2020-08-11,0.7185981575677945,0.9120846269688928,0.13238910199665585,0.5862090555711387,0.19348646940109826,68.75806772576924
206,2020-09-10,0.7377763486939328,0.9211735162863518,0.17238164991011384,0.565394698783819,0.18339716759241897,69.93921664920987
207,2020-10-09,0.7298679175452444,0.9207839168506514,0.21768336964415397,0.5121845479010905,0.19091599930540704,70.6750555396853
208,2020-11-09,0.7238958327121396,0.9210695352044885,0.2634800349752259,0.46041579773691377,0.1971737024923489,71.41279482637427
209,2020-12-09,0.7230185928318994,0.9226875305408276,0.31395007342143905,0.40906851941046035,0.19966893770892824,72.08748765860257
210,2021-01-11,0.7043817276213706,0.9167378787508398,0.33403361344537813,0.3703481141759925,0.21235615112946915,71.83458228775599
211,2021-02-10,0.7077435758139758,0.9173488808999102,0.31185168836901345,0.3958918874449624,0.20960530508593433,71.71965703396084
212,2021-03-12,0.70171916306865,0.9153428575594625,0.3102098108747045,0.3915093521939455,0.21362369449081253,71.61831000895927
213,2021-04-13,0.691243195187121,0.9110067527085958,0.3159656195329733,0.37527757565414765,0.2197635575214748,71.1769114383282
214,2021-05-12,0.6731758824223953,0.9057130513138816,0.330779164873009,0.34239671754938633,0.23253716889148623,71.1505535806335
215,2021-06-11,0.6886006502905396,0.9117127957194251,0.3500902527075812,0.3385103975829584,0.22311214542888547,71.64823742793682
216,2021-07-13,0.6931734576165922,0.9115731557366934,0.34219211394823695,0.35098134366835526,0.21839969812010118,71.18018422512836
217,2021-08-11,0.7097638716051363,0.9169367878878346,0.3359873932155594,0.3737764783895769,0.2071729162826983,71.38081583035775
218,2021-09-10,0.7369251709641474,0.9250482310425052,0.32741588056153903,0.4095092904026084,0.18812306007835777,71.50933472723833
219,2021-10-11,0.7479133158600402,0.9282605808203771,0.32449504223283143,0.42341827362720874,0.18034726496033693,71.54176571270507
220,2021-11-09,0.7754237957139929,0.9367305403745341,0.2853052272450347,0.4901185684689582,0.16130674466054118,71.82717562325097
221,2021-12-09,0.7849683693991385,0.9389164897797302,0.24499237417386885,0.5399759952252696,0.1539481203805917,71.59324418943179
